,Unnamed: 0,Date,Country,Activity,Hemispheres,Months,Activities
4994,4994,16-Feb-1932,USA,Swimming,Hemisphere-N,feb,swimming
4995,4995,13-Feb-1932,AUSTRALIA,Fishing with dynamite,Hemisphere-S,feb,fishing
4997,4997,27-Jan-1932,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
4998,4998,11-Jan-1932,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
5003,5003,21-Sep-1931,USA,Swimming,Hemisphere-N,sep,swimming
5004,5004,21-Sep-1931,USA,Swimming ,Hemisphere-N,sep,swimming
5005,5005,02-Sep-1931,USA,Fishing,Hemisphere-N,sep,fishing
5008,5008,27-Aug-1931,USA,Fishing for bluefish,Hemisphere-N,aug,fishing
5011,5011,18-Aug-1931,USA,Swimming,Hemisphere-N,aug,swimming
5015,5015,15-Jul-1931,USA,Swimming,Hemisphere-N,jul,swimming
5016,5016,14-Jun-1931,USA,"Fishing, had just speared a ulua",Hemisphere-N,jun,fishing
5021,5021,22-Mar-1931,AUSTRALIA,Fishing with a cast net,Hemisphere-S,mar,fishing
5023,5023,06-Mar-1931,AUSTRALIA,"Fishing, hauling in net, shark in net",Hemisphere-S,mar,fishing
5024,5024,10-Feb-1931,AUSTRALIA,Swimming ,Hemisphere-S,feb,swimming
5027,5027,07-Jan-1931,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5030,5030,25-Dec-1930,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5032,5032,02-Dec-1930,AUSTRALIA,Fishing,Hemisphere-S,dec,fishing
5034,5034,30-Nov-1930,AUSTRALIA,Thrown into water from fishing dinghy,Hemisphere-S,nov,fishing
5037,5037,31-Aug-1930,AUSTRALIA,Fishing,Hemisphere-S,aug,fishing
5039,5039,06-Aug-1930,USA,Swimming,Hemisphere-N,aug,swimming
5041,5041,11-Jul-1930,USA,Swimming,Hemisphere-N,jul,swimming
5043,5043,27-May-1930,USA,Swimming / floating,Hemisphere-N,may,swimming
5052,5052,16-Jan-1930,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5058,5058,16-Dec-1929,AUSTRALIA,Bathing or body surfing ,Hemisphere-S,dec,bathing
5067,5067,05-Aug-1929,USA,Bathing,Hemisphere-N,aug,bathing
5070,5070,23-Jun-1929,USA,Fishing,Hemisphere-N,jun,fishing
5076,5076,04-Apr-1929,AUSTRALIA,Swimming between boats,Hemisphere-S,apr,swimming
5077,5077,16-Mar-1929,USA,Swimming,Hemisphere-N,mar,swimming
5078,5078,12-Mar-1929,AUSTRALIA,Bathing,Hemisphere-S,mar,bathing
5081,5081,18-Feb-1929,AUSTRALIA,Body surfing,Hemisphere-S,feb,surfing
5083,5083,08-Feb-1929,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
5084,5084,27-Jan-1929,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5085,5085,14-Jan-1929,NEW ZEALAND,Bathing,Hemisphere-S,jan,bathing
5086,5086,12-Jan-1929,AUSTRALIA,Body surfing,Hemisphere-S,jan,surfing
5095,5095,18-Nov-1928,USA,Fishing,Hemisphere-N,nov,fishing
5099,5099,Sep-1928,USA,Fishing,Hemisphere-N,sep,fishing
5108,5108,06-Apr-1928,AUSTRALIA,Bathing,Hemisphere-S,apr,bathing
5115,5115,21-Jan-1928,USA,Swimming,Hemisphere-N,jan,swimming
5118,5118,Jan-1928,SOUTH AFRICA,Body surfing,Hemisphere-S,jan,surfing
5120,5120,28-Dec-1927,SOUTH AFRICA,Swimming,Hemisphere-S,dec,swimming
5130,5130,11-Mar-1927,AUSTRALIA,Body surfing / treading water,Hemisphere-S,mar,surfing
5133,5133,Feb-1927,NEW ZEALAND,Fishing,Hemisphere-S,feb,fishing
5134,5134,20-Jan-1927,SOUTH AFRICA,Body surfing,Hemisphere-S,jan,surfing
5136,5136,03-Jan-1927,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5142,5142,23-Oct-1926,AUSTRALIA,Bathing,Hemisphere-S,oct,bathing
5145,5145,24-Aug-1926,USA,Swimming,Hemisphere-N,aug,swimming
5147,5147,12-Jul-1926,USA,Fishing,Hemisphere-N,jul,fishing
5148,5148,08-Jul-1926,USA,Swimming with dog near canning factory,Hemisphere-N,jul,swimming
5150,5150,18-May-1926,USA,Swimming,Hemisphere-N,may,swimming
5152,5152,07-Apr-1926,USA,Swimming,Hemisphere-N,apr,swimming
5153,5153,17-Mar-1926,AUSTRALIA,Swimming ,Hemisphere-S,mar,swimming
5154,5154,26-Jan-1926,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5165,5165,02-Aug-1925,USA,Swimming,Hemisphere-N,aug,swimming
5168,5168,07-Mar-1925 or 27-Mar-1925,AUSTRALIA,Bathing in waist-deep water,Hemisphere-S,mar,bathing
5169,5169,12-Mar-1925,AUSTRALIA,Swimming,Hemisphere-S,mar,swimming
5170,5170,10-Mar-1925,PAPUA NEW GUINEA,Swimming,Hemisphere-S,mar,swimming
5176,5176,21-Nov-1924,USA,Bathing,Hemisphere-N,nov,bathing
5178,5178,18-Oct-1924,AUSTRALIA,Bathing,Hemisphere-S,oct,bathing
5181,5181,04-Jul-1924,USA,Fishing,Hemisphere-N,jul,fishing
5183,5183,25-Apr-1924,AUSTRALIA,"Fishing, fell in water & swimming strongly to shore",Hemisphere-S,apr,swimming
5185,5185,20-Apr-1924,AUSTRALIA,Swimming ,Hemisphere-S,apr,swimming
5188,5188,13-Feb-1924,AUSTRALIA,Bathing in 5' of water,Hemisphere-S,feb,bathing
5189,5189,08-Feb-1924,AUSTRALIA,Bathing,Hemisphere-S,feb,bathing
5190,5190,29-Jan-1924,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5191,5191,25-Jan-1924,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5192,5192,09-Jan-1924,AUSTRALIA,Had just dived into water & was swimming,Hemisphere-S,jan,swimming
5193,5193,12-Dec-1923,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5194,5194,02-Dec-1923,AUSTRALIA,"Fishing, standing in waist-deep water",Hemisphere-S,dec,fishing
5196,5196,02-Nov-1923,AUSTRALIA,Fishing,Hemisphere-S,nov,fishing
5198,5198,17-Oct-1923,AUSTRALIA,Fishing,Hemisphere-S,oct,fishing
5207,5207,Feb-1923,USA,Swimming ,Hemisphere-N,feb,swimming
5209,5209,27-Jan-1923,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5215,5215,14-Dec-1922,USA,Bathing,Hemisphere-N,dec,bathing
5216,5216,05-Dec-1922,AUSTRALIA,Bathing in 3' to 4' of water,Hemisphere-S,dec,bathing
5225,5225,06-May-1922,SOUTH AFRICA,Swimming,Hemisphere-S,may,swimming
5226,5226,26-Apr-1922,AUSTRALIA,Swimming,Hemisphere-S,apr,swimming
5229,5229,02-Mar-1922,AUSTRALIA,Bathing in knee-deep water,Hemisphere-S,mar,bathing
5231,5231,04-Feb-1922,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
5233,5233,15-Jan-1922,AUSTRALIA,Swimming ,Hemisphere-S,jan,swimming
5235,5235,04-Jan-1922,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
5236,5236,11-Dec-1921,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5251,5251,14-Jul-1920,USA,Swimming ,Hemisphere-N,jul,swimming
5253,5253,29-Jun-1920,USA,Swimming ,Hemisphere-N,jun,swimming
5255,5255,08-Mar-1920,AUSTRALIA,"Boat capsized, swimming to shore",Hemisphere-S,mar,swimming
5259,5259,15-Jan-1920,AUSTRALIA,Swimming ,Hemisphere-S,jan,swimming
5264,5264,07-Dec-1919,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5267,5267,10-Aug-1919,USA,Swimming,Hemisphere-N,aug,swimming
5268,5268,29-May-1919,USA,"""Swimming vigorously""",Hemisphere-N,may,swimming
5271,5271,17-Jan-1919,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5272,5272,15-Jan-1919,NEW ZEALAND,Swimming,Hemisphere-S,jan,swimming
5277,5277,Nov-1918,USA,Fishing,Hemisphere-N,nov,fishing
5279,5279,19-Sep-1918,AUSTRALIA,Bathing,Hemisphere-S,sep,bathing
5280,5280,22-Mar-1918,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
5282,5282,15-Dec-1917,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5284,5284,21-Sep-1917,USA,"Swimming, towing an empty barrel",Hemisphere-N,sep,swimming
5289,5289,03-Jun-1917,USA,Swimming beside launch,Hemisphere-N,jun,swimming
5293,5293,30-Dec-1916,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5295,5295,08-Dec-1916,AUSTRALIA,Swimming 10 m from shore,Hemisphere-S,dec,swimming
5297,5297,10-Nov-1916,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5298,5298,09-Nov-1916,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5299,5299,11-Oct-1916,USA,"Fishing, attempted to take a netted shark",Hemisphere-N,oct,fishing
5301,5301,26-Jul-1916,USA,Fishing,Hemisphere-N,jul,fishing
5302,5302,13-Jul-1916,USA,Swimming,Hemisphere-N,jul,swimming
5303,5303,13-Jul-1916,USA,Swimming,Hemisphere-N,jul,swimming
5304,5304,12-Jul-1916,USA,Swimming,Hemisphere-N,jul,swimming
5305,5305,12-Jul-1916,USA,Swimming (recovering remains of Stilwell) ,Hemisphere-N,jul,swimming
5306,5306,12-Jul-1916,USA,Swimming,Hemisphere-N,jul,swimming
5310,5310,06-Jul-1916,USA,Swimming,Hemisphere-N,jul,swimming
5311,5311,01-Jul-1916,USA,Swimming,Hemisphere-N,jul,swimming
5312,5312,30-Jun-1916,USA,Swimming,Hemisphere-N,jun,swimming
5317,5317,19-Mar-1916,AUSTRALIA,Bathing,Hemisphere-S,mar,bathing
5319,5319,10-Nov-1915,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5320,5320,08-Nov-1914,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5326,5326,06-Feb-1915,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
5327,5327,13-Jan-1915,NEW ZEALAND,Fishing,Hemisphere-S,jan,fishing
5328,5328,01-Jan-1915,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5333,5333,09-Sep-1914,USA,Swimming,Hemisphere-N,sep,swimming
5338,5338,10-Jun-1914,AUSTRALIA,Bathing,Hemisphere-S,jun,bathing
5340,5340,14-May-1914,USA,Fishing,Hemisphere-N,may,fishing
5351,5351,21-Nov-1913,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5359,5359,21-May-1913,USA,Fishing,Hemisphere-N,may,fishing
5367,5367,30-Aug-1912,USA,Swimming,Hemisphere-N,aug,swimming
5368,5368,23-Jul-1912,USA,Swimming,Hemisphere-N,jul,swimming
5371,5371,18-Mar-1912,NEW ZEALAND,Swimming,Hemisphere-S,mar,swimming
5373,5373,19-Feb-1912,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
5375,5375,26-Jan-1912,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5378,5378,01-Jan-1912,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5384,5384,20-Sep-1911,USA,Fell overboard & swimming,Hemisphere-N,sep,swimming
5385,5385,17-Sep-1911,USA,Bathing,Hemisphere-N,sep,bathing
5388,5388,09-May-1911,SOUTH AFRICA,Bathing,Hemisphere-S,may,bathing
5390,5390,01-May-1911,SOUTH AFRICA,Swimming,Hemisphere-S,may,swimming
5399,5399,24-Nov-1910,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5404,5404,08-Mar-1910,NEW ZEALAND,Swimming,Hemisphere-S,mar,swimming
5406,5406,16-Feb-1910,AUSTRALIA,Surf bathing,Hemisphere-S,feb,bathing
5412,5412,05-Dec-1909,AUSTRALIA,Fishing,Hemisphere-S,dec,fishing
5415,5415,13-Aug-1909,USA,Fell overboard from fishing schooner Halycon,Hemisphere-N,aug,fishing
5416,5416,24-Jul-1909,USA,Fell overboard while fishing for sharks,Hemisphere-N,jul,fishing
5417,5417,15-Jul-1909,USA,Swimming,Hemisphere-N,jul,swimming
5428,5428,31-Dec-1908,SOUTH AFRICA,Swimming,Hemisphere-S,dec,swimming
5431,5431,05-Sep-1908,USA,On fishing boat & trailing hand in the water,Hemisphere-N,sep,fishing
5441,5441,21-Dec-1907,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5445,5445,14-Oct-1907,AUSTRALIA,Bathing,Hemisphere-S,oct,bathing
5457,5457,26-Mar-1907,USA,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Hemisphere-N,mar,fishing
5461,5461,03-Feb-1907,AUSTRALIA,Bathing,Hemisphere-S,feb,bathing
5472,5472,Sep-1906,USA,Fishing,Hemisphere-N,sep,fishing
5483,5483,28-Jan-1906,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5486,5486,29-Dec-1905,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5487,5487,29-Sep-1905,AUSTRALIA,Swimming,Hemisphere-S,sep,swimming
5495,5495,Jul-1905,USA,Fishing,Hemisphere-N,jul,fishing
5496,5496,22-May-1905,USA,Swimming,Hemisphere-N,may,swimming
5497,5497,06-Apr-1905,SOUTH AFRICA,Swimming,Hemisphere-S,apr,swimming
5498,5498,26-Mar-1905,AUSTRALIA,Bathing,Hemisphere-S,mar,bathing
5499,5499,25-Mar-1905,AUSTRALIA,Bathing,Hemisphere-S,mar,bathing
5500,5500,10-Feb-1905,AUSTRALIA,Bathing,Hemisphere-S,feb,bathing
5501,5501,01-Jan-1905,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5508,5508,27-Jul-1904,USA,Swimming,Hemisphere-N,jul,swimming
5510,5510,07-Feb-1904,AUSTRALIA,Swimming after his hat,Hemisphere-S,feb,swimming
5511,5511,04-Feb-1904,NEW ZEALAND,Swimming,Hemisphere-S,feb,swimming
5520,5520,21-Jun-1903,AUSTRALIA,Swimming,Hemisphere-S,jun,swimming
5523,5523,12-Mar-1903,AUSTRALIA,Swimming,Hemisphere-S,mar,swimming
5528,5528,10-Nov-1902,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5534,5534,06-Jul-1902,USA,Swimming,Hemisphere-N,jul,swimming
5537,5537,Apr-1902,SOUTH AFRICA,Swimming,Hemisphere-S,apr,swimming
5541,5541,19-Jan-1902,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
5542,5542,01-Dec-1901,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5545,5545,30-Jul-1901,SOUTH AFRICA,Swimming,Hemisphere-S,jul,swimming
5549,5549,30-Jan-1901,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5551,5551,27-Dec-1900,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5552,5552,14-Nov-1900,SOUTH AFRICA,Swimming,Hemisphere-S,nov,swimming
5553,5553,27-Oct-1900,SOUTH AFRICA,Swimming,Hemisphere-S,oct,swimming
5554,5554,15-Sep-1900,AUSTRALIA,Swimming,Hemisphere-S,sep,swimming
5557,5557,21-Aug-1900,USA,Bathing,Hemisphere-N,aug,bathing
5566,5566,28-Oct-1899,AUSTRALIA,Fishing for squid,Hemisphere-S,oct,fishing
5571,5571,15-Aug-1899,USA,Swimming,Hemisphere-N,aug,swimming
5580,5580,28-Jan-1899,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5589,5589,22-Aug-1898,USA,Swimming,Hemisphere-N,aug,swimming
5608,5608,17-Sep-1897,USA,Fishing,Hemisphere-N,sep,fishing
5617,5617,20-Dec-1896,NEW ZEALAND,Bathing,Hemisphere-S,dec,bathing
5619,5619,29-Nov-1896,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5622,5622,25-Jul-1896,USA,Fishing,Hemisphere-N,jul,fishing
5624,5624,11-Jan-1896,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5627,5627,09-Dec-1895,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5629,5629,16-Nov-1895,AUSTRALIA,Fishing,Hemisphere-S,nov,fishing
5632,5632,Sep-1895,USA,Fishing,Hemisphere-N,sep,fishing
5633,5633,11-Aug-1895,USA,Swimming,Hemisphere-N,aug,swimming
5634,5634,2-Aug-1895,USA,Fishing,Hemisphere-N,aug,fishing
5641,5641,23-Apr-1895,NEW ZEALAND,Swimming,Hemisphere-S,apr,swimming
5643,5643,15-Mar-1895,AUSTRALIA,Swimming,Hemisphere-S,mar,swimming
5644,5644,27-Feb-1895,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
5647,5647,11-Dec-1894,USA,Fishing,Hemisphere-N,dec,fishing
5648,5648,28-Nov-1894,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5653,5653,21-Aug-1894,USA,Swimming,Hemisphere-N,aug,swimming
5654,5654,01-Aug-1894,USA,Swimming / floating on his back,Hemisphere-N,aug,swimming
5656,5656,29-Jun-1894,USA,Bathing,Hemisphere-N,jun,bathing
5657,5657,25-Jun-1894,SOUTH AFRICA,Swimming after harpooned whale capsized boat,Hemisphere-S,jun,swimming
5670,5670,14-Apr-1893,AUSTRALIA,"Boat capsized, swimming ashore",Hemisphere-S,apr,swimming
5671,5671,04-Apr-1893,AUSTRALIA,"Boat capsized, swimming ashore",Hemisphere-S,apr,swimming
5677,5677,06-Nov-1892,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5684,5684,02-Mar-1892,AUSTRALIA,Fishing,Hemisphere-S,mar,fishing
5692,5692,11-Jun-1891,USA,Fishing for sharks when he became entangled in net & fell overboard,Hemisphere-N,jun,fishing
5695,5695,30-Dec-1890,AUSTRALIA,Swimming to shore after boat capsized by a squall,Hemisphere-S,dec,swimming
5716,5716,21-Jul-1889,USA,Swimming,Hemisphere-N,jul,swimming
5717,5717,19-Jul-1889,USA,Fishing,Hemisphere-N,jul,fishing
5722,5722,09-Dec-1888,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5730,5730,24-Jun-1888,AUSTRALIA,Fishing,Hemisphere-S,jun,fishing
5747,5747,12-Jan-1887,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5752,5752,17-Jun-1886,AUSTRALIA,Swimming after being washed overboard,Hemisphere-S,jun,swimming
5753,5753,02-Jun-1886,USA,"Fishing from shore, washed into the sea",Hemisphere-N,jun,fishing
5759,5759,13-Feb-1886,AUSTRALIA,Fishing,Hemisphere-S,feb,fishing
5762,5762,01-Jan-1886,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5765,5765,26-Nov-1885,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5771,5771,09-Apr-1885,NEW ZEALAND,Bathing,Hemisphere-S,apr,bathing
5772,5772,28-Mar-1885,SOUTH AFRICA,Fishing,Hemisphere-S,mar,fishing
5778,5778,16-Jan-1884,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
5780,5780,19-Dec-1883,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
5788,5788,21-Jan-1883,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5794,5794,12-Nov-1882,NEW ZEALAND,Bathing,Hemisphere-S,nov,bathing
5795,5795,12-Nov-1882,NEW ZEALAND,Bathing,Hemisphere-S,nov,bathing
5799,5799,15-Apr-1882,AUSTRALIA,Fishing,Hemisphere-S,apr,fishing
5805,5805,13-Nov-1881,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5806,5806,16-Oct-1881,USA,Bathing,Hemisphere-N,oct,bathing
5807,5807,05-Sep-1881,USA,Bathing,Hemisphere-N,sep,bathing
5809,5809,12-Aug-1881,USA,Swimming,Hemisphere-N,aug,swimming
5814,5814,25-Nov-1880,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5823,5823,22-Jan-1880,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
5824,5824,03-Jan-1880,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5830,5830,10-Nov-1879,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
5833,5833,3-Jul-1879,USA,Bathing,Hemisphere-N,jul,bathing
5837,5837,17-Nov-1878,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5843,5843,09-Aug-1878,USA,Swimming,Hemisphere-N,aug,swimming
5844,5844,08-Aug-1878,USA,Swimming,Hemisphere-N,aug,swimming
5851,5851,15-Dec-1877,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5853,5853,15-Sep-1877,AUSTRALIA,Fishing,Hemisphere-S,sep,fishing
5856,5856,04-Apr-1877,AUSTRALIA,Bathing,Hemisphere-S,apr,bathing
5860,5860,28-Jan-1877,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5867,5867,14-May-1876,AUSTRALIA,Swimming,Hemisphere-S,may,swimming
5868,5868,06-Feb-1876,AUSTRALIA,Bathing,Hemisphere-S,feb,bathing
5875,5875,03-Mar-1875,NEW ZEALAND,Bathing,Hemisphere-S,mar,bathing
5877,5877,21-Nov-1874,AUSTRALIA,Bathing,Hemisphere-S,nov,bathing
5882,5882,15-Jul-1874,USA,Bathing,Hemisphere-N,jul,bathing
5889,5889,09-Jan- 1874,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5890,5890,28-Jul-1873,USA,Fishing (Seining),Hemisphere-N,jul,fishing
5904,5904,Aug-1871,USA,Shark fishing,Hemisphere-N,aug,fishing
5911,5911,27-Jul-1870,USA,Bathing,Hemisphere-N,jul,bathing
5917,5917,09-Jan-1870,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5934,5934,02-Sep-1865,USA,Swimming alongside the schooner Catherine Wilcox,Hemisphere-N,sep,swimming
5941,5941,12-Aug-1864,USA,Swimming,Hemisphere-N,aug,swimming
5949,5949,02-Jan-1864,NEW ZEALAND,Standing / Bathing,Hemisphere-S,jan,bathing
5957,5957,05-Feb-1863,SOUTH AFRICA,"Swimming, caught in strong backwash & disappeared",Hemisphere-S,feb,swimming
5958,5958,10-Jan-1863,AUSTRALIA,Bathing,Hemisphere-S,jan,bathing
5963,5963,22-Dec-1862,NEW ZEALAND,Swimming,Hemisphere-S,dec,swimming
5972,5972,05-May-1862,SOUTH AFRICA,Bathing,Hemisphere-S,may,bathing
5977,5977,Mar-1861,NEW ZEALAND,Bathing,Hemisphere-S,mar,bathing
5980,5980,26-Dec-1860,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
5982,5982,01-Aug-1860,USA,Swimming,Hemisphere-N,aug,swimming
5983,5983,Apr-1860,NEW ZEALAND,Swimming,Hemisphere-S,apr,swimming
5984,5984,Apr-1860,NEW ZEALAND,Bathing,Hemisphere-S,apr,bathing
5988,5988,23-Aug-1858,USA,Swimming,Hemisphere-N,aug,swimming
5989,5989,17-Aug-1858,USA,Swimming,Hemisphere-N,aug,swimming
5991,5991,14-Mar-1858,AUSTRALIA,Bathing,Hemisphere-S,mar,bathing
5994,5994,05-May-1857,USA,Swimming,Hemisphere-N,may,swimming
5998,5998,06-Feb-1856,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
5999,5999,11-Nov-1855,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
6006,6006,08-Nov-1853,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
6014,6014,19-Dec-1852,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
6018,6018,Aug-1852,USA,Swimming,Hemisphere-N,aug,swimming
6020,6020,24-May-1852,SOUTH AFRICA,Swimming from capsized boat,Hemisphere-S,may,swimming
6025,6025,Mar-1851,USA,Swimming,Hemisphere-N,mar,swimming
6027,6027,21-Oct-1850,USA,Swimming after his hat,Hemisphere-N,oct,swimming
6030,6030,01-Dec-1849,AUSTRALIA,Bathing,Hemisphere-S,dec,bathing
6032,6032,19-Sep-1849,AUSTRALIA,Swimming,Hemisphere-S,sep,swimming
6034,6034,08-Jun-1849,USA,Bathing,Hemisphere-N,jun,bathing
6036,6036,31-Aug-1848,USA,Swimming,Hemisphere-N,aug,swimming
6039,6039,30-Nov-1847,AUSTRALIA,Swimming,Hemisphere-S,nov,swimming
6051,6051,26-Dec-1845,AUSTRALIA,Fishing,Hemisphere-S,dec,fishing
6061,6061,13-Jul-1842,USA,Swimming,Hemisphere-N,jul,swimming
6065,6065,27-Mar-1841,AUSTRALIA,Bathing,Hemisphere-S,mar,bathing
6066,6066,Dec-1840,AUSTRALIA,Swimming,Hemisphere-S,dec,swimming
6075,6075,09-Sep-1837,USA,Bathing,Hemisphere-N,sep,bathing
6076,6076,Jul-1837,USA,Bathing,Hemisphere-N,jul,bathing
6085,6085,04-Jun-1832,AUSTRALIA,Fishing,Hemisphere-S,jun,fishing
6089,6089,26-Jul-1830,USA,"Fishing from dory, shark upset boat & he fell into the water",Hemisphere-N,jul,fishing
6112,6112,24-Jun-1817,USA,Swimming,Hemisphere-N,jun,swimming
6136,6136,10-May-1788,AUSTRALIA,Fishing,Hemisphere-S,may,fishing
6142,6142,08-Aug-1780,USA,Swimming,Hemisphere-N,aug,swimming
6151,6151,27-Jul-1751,USA,Swimming,Hemisphere-N,jul,swimming
